id,title,companyName,listingDate,locations,salaryLabel,teaser
84750835,Data Analyst,Intelligent Memory Limited,2025-06-06T08:04:31Z,"Kwai Hing, Kwai Tsing District",,"Responsibilities：
~ Statistical Analysis
~ Data Visualization
~ Experience with data visualization tools
"
84661374,Data Analyst,Gain Miles Assurance Consultants Limited,2025-06-03T07:45:01Z,Kwun Tong District,,Join the GUM team to challenge yourself with exciting career and enjoy our unique GUM culture!
85259346,Senior Business / Commercial Analyst (Data / Business Analytics),Swire Coca-Cola,2025-06-30T04:59:05Z,Sha Tin District,,"Responsibilities:



 Drive company business by conducting market analysis, business forecast, category and brand specific review to identify..."
84748330,"Data Analyst, Agency Transformation and Analytics (1 year contract)",Sun Life,2025-06-06T06:45:23Z,"Hung Hom, Kowloon City District",,We are looking for a proactive candidate to join our team.
85430405,"Specialist, Data Science and Analytics",Gogo Tech Ltd,2025-07-03T06:30:18Z,"Kwun Tong, Kwun Tong District",,"Proficiency in SQL and Python (including libraries such as Pandas, NumPy, Selenium)."
85121093,Strategy and Planning Analyst (Data-driven),YesStyle.com Limited,2025-06-24T01:56:45Z,"Kwai Hing, Kwai Tsing District",,Supporting company business growth and helping make data-driven decisions through identifying business intelligence and opportunities.
84871787,Data Analyst (Manufacturing Excellence),Nestle,2025-06-12T06:28:48Z,Yuen Long District,,Great opportunity for talents who's keen in advancing their career in food industry or factory operation
85432737,Business Analyst,GTS Platform Services Limited,2025-07-03T07:21:21Z,"Tsim Sha Tsui, Yau Tsim Mong District",,"3+ years of experience in data analysis, preferably in Finance or E-commerce industry"
84936335,"Data Analytics Officer (1-yr contract, renewable)","Promise (Hong Kong) Co., Limited",2025-06-16T02:30:18Z,"Wan Chai, Wan Chai District",,Excellent opportunity for experienced data analyst to drive strategic business decisions. Attractive remuneration package.
85429535,"Senior Associate, Data Analyst (Sales Management and RM Analytics)",DBS Bank,2025-07-03T06:11:39Z,Hong Kong Island,$0 - $0,"Business Function As the leading bank in Asia, Transformation and Data (T&D) supports our management on the implementation of the Group’s agenda"
81461231,Data Analyst (Ref: JD-DA),Public Bank (Hong Kong) Ltd,2025-06-20T08:29:44Z,Hong Kong SAR,,"Manage data warehousing and data analytic project initiatives, including but not limited to data schema design, extract/transform/load(ETL) design etc"
85377896,Assistant Manager【Business Analyst】,Gientech,2025-07-02T10:11:31Z,Kwun Tong District,"$30,000 – $40,000 per month","The role is for the development of our new policy servicing system and workflow, which is one of our transformation initiatives."
85203315,Junior Business Analyst - Digital Transformation & Business Solutions,B.S.C. Group Limited,2025-06-26T09:44:06Z,"Chai Wan, Eastern District",,"Assist in analyzing business processes, gathering requirements, and contributing to the successful implementation of business solutions"
85197899,Data Analyst / Developer,"Alvanon HK, Ltd",2025-06-26T07:30:49Z,"Kwai Hing, Kwai Tsing District",,"Nice working environment
5 days Job
Double pay
Medical Allowance
Hospital Allowance"
85424890,Financial Analyst,Cole Haan Hong Kong Limited,2025-07-03T04:01:59Z,"Lai Chi Kok, Sham Shui Po District",,"Join a fast-paced team as a Financial Analyst—drive insights, support planning, and help shape smarter decisions in a dynamic global business."
85425400,Business Analyst,Integrated Solutions Ltd,2025-07-03T04:15:23Z,Sha Tin District,,"Familiar with programming language
Self-motivated with good time management"
85095240,SAINT LAURENT Data Analysis Intern(Contract Based),Kering,2025-06-23T03:53:42Z,"Quarry Bay, Eastern District",,"Pursuing a degree in Statistics, Data Analysis, Marketing, Computer Science, or related fields. "
85397502,Business/Finance Planning Analyst (12months contract),Philip Morris International,2025-07-03T01:06:38Z,"Quarry Bay, Eastern District",,"As a finance business partner, you will collaborate closely with the Asia commercial teams to drive financial & performance analysis."
84722254,Business Analyst / Junior Business Analyst (Ref: JDB/DS/BA),Computer And Technologies Solutions Limited,2025-07-03T07:24:07Z,"Wong Chuk Hang, Southern District",,"4+ years Business Analyst who conducts user and system requirements study, provide system design and evaluation subject to user requirements"
75705204,Senior / Systems Analyst,Bangkok Bank,2025-07-03T08:13:15Z,"Central, Central and Western District",,"•	Business process automation and systems implementation
•	System development/maintenance"
85199917,Business Analyst (Sales Data),,2025-06-26T08:11:26Z,"Hung Hom, Kowloon City District",,We are seeking a Business Analyst with a strong focus on sales data. You will also take part in supporting the order processing.
84664159,"Data Analytics Officer (1-yr contract, renewable)","Promise (Hong Kong) Co., Limited",2025-06-03T09:37:14Z,"Wan Chai, Wan Chai District",,Excellent opportunity for experienced data analyst to drive strategic business decisions. Attractive remuneration package.
85228127,Senior Data Scientist,Swire Coca-Cola,2025-06-27T07:53:52Z,"Quarry Bay, Eastern District",,Collaborate with business and digital teams to understand business initiatives and apply data analytics methodologies effectively.
85168222,"Contract Data Analyst, IT Department  (系数据分析师)",China Merchants Securities International Company Limited,2025-06-25T08:42:19Z,"Kwun Tong, Kwun Tong District",,"To transform complex data into actionable insights that drive business decisions through statistical analysis, data visualization, and reporting"
85374195,Data Scientist,Hong Kong Telecom,2025-07-02T08:43:19Z,"Quarry Bay, Eastern District",,"A data scientist is able to work on complex data science / analysis projects, develop new insights, advanced modeling techniques, leverage data tools."
85423004,Senior Business Analyst / Business Analyst,Dah Chong Hong Holdings Limited,2025-07-03T03:25:35Z,"Kowloon Bay, Kwun Tong District",,IT projects
85428123,(Senior) Business Analyst (Ref: CC250703-01),Peoplus Recruitment,2025-07-03T05:37:06Z,Hong Kong SAR,,"Our client is one of a global Insurance Company, they are currently looking for a high caliber to fill up above positions for their HK subsidiary..."
85433879,Digital Product Analyst,Cognizant,2025-07-03T07:57:06Z,"Lantau Island, Islands District",,"The Digital Product Analyst will be responsible for project coordination, assisting, and supporting the product development and implementation process"
84838695,"Sr Associate, Vertical Planning & Operations (Data Analysis & Proj Management)",Klook,2025-06-30T05:08:06Z,"Central, Central and Western District",,Lead & drive commercial and service level performance for travel product verticals globally.
85010074,Data Operations Analyst,,2025-06-19T02:49:51Z,Central and Western District,"$18,000 – $23,000 per month","Analyze data, optimize operations, and drive data-driven decisions at Jarvix Asia. Competitive salary, great benefits."
85127961,Data Analyst / Business Analyst,Gravitas Recruitment Group,2025-06-24T04:51:02Z,Central and Western District,Up to U$50k p.m. + medical,"Bridge business and tech needs through data analysis, process improvement, and clear stakeholder communication."
85357693,Data Analyst/Data Analysis Manager,,2025-07-02T02:04:33Z,"North Point, Eastern District",,"CRM Professional Experience Requirements, Digital Marketing Platform Experience"
85373644,Chief Analyst 首席分析師,,2025-07-02T08:29:06Z,"Hung Hom, Kowloon City District",,-
84981830,Data Analyst (Contract),Gemini Personnel,2025-06-17T08:49:33Z,Wan Chai District,"$18,000 – $25,000 per month",Responsible for delivering data analysis and reporting to support the company’s decision-making processes.
85140950,Senior Data Analyst,SmarTone Telecommunications Limited,2025-06-24T13:34:48Z,"Ngau Tau Kok, Kwun Tong District",,We are looking for a Senior Data Analyst to join our business analytics team.
85372464,Data Entry/Research Assistant,Famous Raise,2025-07-02T07:47:51Z,Hong Kong Island,$100 – $150 per hour,We’re hiring a part-time Data Input Assistant to support our research and testing efforts.
84680321,"Senior Analyst, Performance Marketing (Analytics/ Data Science focus)",Klook,2025-06-30T05:08:54Z,Central and Western District,,We are seeking a highly analytical Senior / Junior Performance Analyst to grow our online presence
85103700,Business Analyst,Smarthire by SEEK,2025-07-02T07:59:08Z,Southern District,,"Our client ""ACT Solutions Limited"" is seeking a Business Analyst to join their company!"
84964658,RPA Solution Developer (IT Business Process Analyst),Smarthire by SEEK,2025-07-02T07:58:54Z,Sha Tin District,,Our client is seeking a RPA Solution Developer (IT Business Process Analyst) to join their team!
84799592,RPA Solution Developer (IT Business Process Analyst),Smarthire by SEEK,2025-07-02T07:58:44Z,Sha Tin District,,Our client is seeking a RPA Solution Developer (IT Business Process Analyst) to join their team!
84840267,Business Analyst,Smarthire by SEEK,2025-07-02T07:58:15Z,"Kowloon Bay, Kwun Tong District",,Our client is seeking a Business Analyst to join their team!
84980334,Data Analyst (Insurance client),DB Results,2025-06-17T07:51:14Z,"Kowloon Bay, Kwun Tong District",,DB Results is currently looking for a Data Analyst to support one of our insurance clients to advance their Healthcare and Transformation programs. 
85350625,LLM Engineer (Data and Optimization),"TCL Corporate Research (Hong Kong) Co., Limited",2025-07-02T01:47:28Z,"Science Park, Tai Po District",,This position offers the opportunity to work on innovative projects and contribute to the development of advanced AI solutions
85379482,Data Warehouse & BI:  System Analyst / Analyst Programmer - Major Bank,IT Solutions Ltd,2025-07-02T11:19:01Z,Hong Kong SAR,,"We are searching for high calibre candidates to work on Data Warehouse/BI application development using SQL, PL/SQL, DataStage, etc in a Major Bank."
84694642,Customer Data Analyst,Century Distribution Systems (Hong Kong) Limited,2025-06-04T09:26:48Z,"Kwun Tong, Kwun Tong District",,"
In recent years, Century has significantly invested in our “big data” capabilities – specifically data analytics tools as well as the management..."
85054057,Assistant Business Analyst / Business Analyst,AASTOCKS,2025-06-20T03:14:54Z,"Kwun Tong, Kwun Tong District",,"Conduct user acceptance test for both PC and mobile (iOS/Android) applications
Prepare correspondent documentation such as UAT plan and defects report"
85425878,Junior AI Developer (STEM Internship),Pantheon Lab Limited,2025-07-03T04:29:55Z,"Pak Shek Kok, Sha Tin District",,"Currently pursuing a degree or above in Computer Science, Data Science, Artificial Intelligence, or a related field."
85166520,Data Engineer (Insurance client),DB Results,2025-06-25T07:52:59Z,"Kowloon Bay, Kwun Tong District",,DB Results is currently looking for a Data Engineer to support one of our insurance clients to advance their Healthcare and Transformation programs.
84752217,Data Analytics Manager,Wallem Shipping (HK) Limited,2025-06-06T09:18:35Z,Hong Kong Island,,Lead data analytics for a leading maritime company in dynamic Hong Kong. Join our data-driven culture and advance your career.
85254312,Business Analyst (SAP),Uni-China Group,2025-06-30T02:37:39Z,"Tsim Sha Tsui, Yau Tsim Mong District",,SAP implementation and enhancement for all Business Units across the Group
85140926,Business Analyst (AI / Big Data),SmarTone Telecommunications Limited,2025-06-24T13:28:23Z,"Ngau Tau Kok, Kwun Tong District",,Business Analyst with data focus
85377721,System Analyst (REF: ATEC),ATAL Engineering Group,2025-07-02T10:02:13Z,"Kowloon Tong, Kowloon City District",,We specialize in offering all-in-one solutions for software integration and system development with electrical and mechanical insights.
84761591,"Finance Company, Data Analyst, Inhouse 13 Months Salary",Beehire Personnel Limited,2025-06-07T04:21:50Z,"Wan Chai, Wan Chai District",,"Our client, a leading finance company, is building a brand-new project team and is looking for a Data Analyst to join them. "
81448917,Business Analyst (Manufacturing),ASMPT Technology Limited,2025-07-02T08:59:27Z,"Tsing Yi, Kwai Tsing District",,"As a Business Analyst, you will be act as an internal consultant to understand the business needs/ processes in manufacturing shop- floor operation."
85154973,Sr. Business Analyst (IT Software Development),Smarthire by SEEK,2025-07-02T07:59:07Z,"Kowloon City, Kowloon City District","$33,000 – $37,400 per month","Our client ""APJ Software (Hong Kong) Company Limited"" is seeking a Sr. Business Analyst (IT Software Development) to join their team!"
84948664,Digital Solution Analyst,Zung Fu Company Limited,2025-07-03T00:20:35Z,"Chai Wan, Eastern District",,Versatile developers to develop and maintain our digital application systems that aligns with our business goals.
84952797,Regional Data Scientist,Richemont,2025-06-16T09:55:53Z,Central and Western District,,We are inviting you to craft the future as part of our Regional Digital Tech team! 
84890439,Data Analyst (Insurance client),DB Results,2025-06-13T02:30:39Z,"Kowloon Bay, Kwun Tong District",,DB Results is currently looking for a Data Analyst to support one of our insurance clients to advance their Healthcare and Transformation programs. 
85231534,Financial Planning & Analysis (FP&A) Analyst,,2025-06-27T10:23:33Z,Central and Western District,,"We're seeking an experienced FP&A Analyst with strong Excel skills, business acumen, and a background in FP&A or Big 4 to drive financial insight."
85199926,Data Analyst | Digital Wallet Leader丨40K*14丨1 day WFH |,CBHR Recruitment,2025-06-26T08:11:43Z,"Tai Kok Tsui, Yau Tsim Mong District","$38,000 – $40,000 per month","Analyze datasets to uncover trends, patterns, and insights that drive business growth and enhance customer experience."
85132208,( Junior ) Data Centre Operator x 3 openings,Acton Consulting Limited,2025-06-24T06:56:22Z,Hong Kong SAR,,"A leading MNC is looking for talents to join its IT Data Center team.

Responsibilities: 


 Provide daily operational support in data..."
84965949,Analyst Programmer,Smarthire by SEEK,2025-07-02T07:58:54Z,Southern District,,"Our client ""ACT Solutions Limited"" is seeking an Analyst Programmer to join their company!"
85203980,Business Analyst/ Assistant Business Analyst,CHFT Advisory and Appraisal Limited,2025-06-26T10:25:43Z,"Central, Central and Western District",,"Key roles and responsibilities of our Business Analyst/
 Assistant Business Analyst

 To assist in financial model development and review..."
85433327,Test Analyst,Cognizant,2025-07-03T07:39:36Z,"Central, Central and Western District",,This Testing Analyst role involves managing and conducting Functional/User Acceptance Testing (UAT) and data migration testing.
85028485,Junior Business Analyst/ Data Analyst/ UAT/ QA ,Ambition Recruitment,2025-06-19T03:47:06Z,Central and Western District,,/
85226092,Risk Analytics & Data Science Manager,Bank of China (Hong Kong),2025-06-27T06:39:33Z,Sham Shui Po District,,Bank of China (Hong Kong) is committed to building a challenging and rewarding work place for employees.
85008255,Analyst,,2025-06-18T07:26:45Z,Central and Western District,"$30,000 – $45,000 per month",公司主營金融服務咨詢、私募基金管理、跨境架構搭建及私人銀行業務等，為超高淨值家族提供所需的規劃、咨詢和一系列整合服務。
84783953,Data Analyst (Contract || Salary depending on experience level),Talentquest,2025-06-09T08:06:29Z,Hong Kong Island,,My client is looking for a high-calibre candidate to join their team.
85205616,Alteryx Developer,JNL Consulting Limited,2025-06-26T11:42:04Z,Hong Kong Island,,"A skilled and proactive Alteryx Developer to join their data-driven team, collaborate with cross-functional teams to automate complex data processes."
85363053,Management Trainee/Internship,Manulife,2025-07-02T04:04:14Z,"Ngau Tau Kok, Kwun Tong District","$20,000 – $25,000 per month","To develop your career in the financial industry, you will experience job attachments (with frontline exposures), coach and mentor, training and etc."
85014182,System Analyst,Uni-China Group,2025-06-18T10:40:37Z,"Tsim Sha Tsui, Yau Tsim Mong District",,Project Management and System Development & Implementation for various IT projects across the Group
85124679,AI Product Intern,D2 INTELLIGENCE HK,2025-06-24T03:26:48Z,Wan Chai District,"$8,000 – $12,000 per month","Join our AI team as a multilingual intern. Develop products and solutions, learn AI, grow professionally."
85026919,Analytics Intern,Wisers Information Limited,2025-06-19T03:11:33Z,Wan Chai District,,AI-powered data analyst role to provide marketing/PR insights
84643624,System Analyst,Continuous Technologies International Ltd,2025-06-02T23:18:42Z,"Quarry Bay, Eastern District",,"
Responsibilities



 Participate in system development, testing and implementation
 Provide ongoing support and maintenance
..."
84802061,Research Associate (Quantitative),Kantar,2025-06-11T02:48:56Z,"North Point, Eastern District",,"
Research Associate (Quantitative)

 Top-tier market research agency that is progressive and people focused
 Exposure to global leading brands..."
85422797,"Business Analyst, Supply Chain - Fashion & Apparel",ConnectedGroup,2025-07-03T03:21:19Z,Kowloon City District,,This is an exciting opportunity to join a dynamic apparel company as a Data Analyst under their Supply Chain department.
84698268,Cloud ERP Consultant / Business Analyst (IANG Welcome),,2025-06-04T14:14:25Z,"Sheung Wan, Central and Western District",,"Join ONE Pacific as a NetSuite ERP Consultant to help businesses transform operations and optimize processes in a dynamic, supportive environment."
84905925,Analyst Programmer (Multiple Openings),Varmeego,2025-06-13T08:55:25Z,Hong Kong SAR,,"Responsible for system development, testing and maintenance support of large scale projects "
83807187,CUSTOMER RELATIONSHIP MANAGEMENT ANALYST,Henderson Land Development Company Limited,2025-06-30T08:36:31Z,"Sheung Wan, Central and Western District",,Ref. No.: JDB/HLD16/CRMA
84863857,Analyst Programmer（New-Project-202506）,DXC Technology,2025-06-12T03:46:31Z,"Tai Koo, Eastern District","$25,000 – $28,000 per month",Take up web-based application system programming on high availability IT infrastructure adopting Java EE (J2EE) on Linux or Windows server platform;
85221524,Senior Analyst - Business Systems - Finance SAP,Swire Coca-Cola,2025-06-27T04:15:38Z,"Quarry Bay, Eastern District",,"We are seeking a highly skilled and motivated Senior Analyst to join our Business Systems team, focusing on Finance solutions."
84835309,Operations Support Analyst,Computershare,2025-06-11T03:55:03Z,Wan Chai District,,An exciting job opportunity to join our Plan business which is the largest provider of Employee Share Plan management services in Hong Kong and China.
84777989,Market Research Analyst (Consumer Electronics Industry),Smarthire by SEEK,2025-07-02T08:03:36Z,"Hung Hom, Kowloon City District","$20,000 – $30,000 per month","Our client ""HG Innovation Limited"" is seeking an Overseas Procurement Specialist to join their team!"
83604486,Business Analyst - Insurance (WFH/Multiple Headcounts),TEKsystems,2025-07-02T09:00:16Z,"Central, Central and Western District","$27,000 – $40,000 per month",We are seeking skilled Business Analysts to join a dynamic team within the insurance sector.
84902377,Risk Analytics & Data Science Manager,Bank of China (Hong Kong),2025-06-13T07:04:36Z,Sham Shui Po District,,"Bank of China (Hong Kong) is committed to building a challenging and rewarding work place for employees.
"
85052699,System Analyst,"Promise (Hong Kong) Co., Limited",2025-06-20T02:35:46Z,"Wan Chai, Wan Chai District",,Responsible for system application design and development and manage the overall application development life cycle
85124471,"Officer to Assistant Manager, Business Reporting & Data Analytics","O-Bank Co., Ltd",2025-06-24T03:22:01Z,"Tsim Sha Tsui, Yau Tsim Mong District",,"This role will act as the Assistant role to CE to mainly handle the reports management including data consolidation, analysis, etc."
84877666,"Data Analyst, FinTech",Zero Finance,2025-06-12T10:11:08Z,"Sheung Wan, Central and Western District",,"
Job responsibilities.
1. Responsible for the planning and construction of financial risk control model system.
2. Design and develop responsive..."
85231198,Business Analyst/ Digital Coordinator,Build King,2025-06-27T10:04:53Z,"Kwun Tong, Kwun Tong District",,"Responsibilities


   Discover, evaluate, and analyze business requirements
   Perform feasibility study and gap analysis
   Coordinate..."
84707994,System Analyst,"Promise (Hong Kong) Co., Limited",2025-06-05T01:22:34Z,"Wan Chai, Wan Chai District",,Responsible for system application design and development and manage the overall application development life cycle
84753945,Big Data Research Assistant (Intern),China Unicom,2025-06-06T10:38:13Z,"Tseung Kwan O, Sai Kung District",,Big Data Research
85026163,Business Analyst - Cash Processing,Brinks,2025-06-19T02:51:12Z,"Kwai Chung, Kwai Tsing District",,"Support the department to prepare the customer reports and departmental internal reports (KPI, etc.)"
85094164,Senior Actuarial Analyst,,2025-06-23T03:29:15Z,Wan Chai District,,"We offer 5-day working week, excellent work environment and attractive remuneration package to the right candidate."
84817164,Data Analyst - Expanding Fintech Firm - HKD$40k - $50k,David James Recruitment Limited,2025-06-10T09:47:05Z,Hong Kong Island,,Data Analyst with Experience in utilising datasets for fraud detection and business insights. 
84909138,Fixed Income Performance Analyst,JNL Consulting Limited,2025-06-13T10:33:33Z,Hong Kong Island,,"Our client is a global financial institution, recently added a new headcount within their Investment Middle Office for an analytical professional."
85378757,Senior Project Executive / Associate Project Manager (Digital Marketing),Cymballe Limited,2025-07-02T10:51:21Z,Tsuen Wan District,,Develop and execute digital marketing plans that inclusive of offline and online channels to increase brand awareness and drive demand
84950028,"Data Centre Operator (Tsuen Wan & TKO, few vacancies)",Lantro,2025-06-16T08:47:29Z,Tsuen Wan District,,"Support Data Centers operation, willing to work in shift, two locations, with structured cabling experience"
85130357,System Analyst,Toppan Nexus Holdings,2025-06-24T06:15:41Z,Central and Western District,,"Participate in project business requirement analysis, system design, testing, training, support, and maintenance to optimize business operations"
84692135,SAINT LAURENT Data Analysis Intern (Contract Based),Yves Saint Laurent,2025-06-04T07:46:07Z,Hong Kong Island,," Summary ABOUT SAINT LAURENT Founded in 1961, Yves Saint Laurent was the first couture house to introduce the concept of luxury prêt-à-porter in a "
84748154,"Senior Manager, Data Tech Lead",Sun Life,2025-06-06T06:40:24Z,Hong Kong Island,,We are looking for a proactive candidate to join our team.
85184236,RPA Solution Developer (IT Business Process Analyst),Smarthire by SEEK,2025-06-26T02:28:54Z,Sha Tin District,,Our client is seeking a RPA Solution Developer (IT Business Process Analyst) to join their team!
85261893,Senior Analyst,Apex Logistics International,2025-06-30T06:17:03Z,"Kwun Tong, Kwun Tong District",,An exciting opportunity to turn your career to a new chapter with fast growing player in the logistics industry.
84751804,Assistant Manager – Green Labelling (Data Analyst),Hong Kong Green Building Council Limited,2025-06-06T08:56:52Z,"Kowloon Tong, Kowloon City District",,"Established in 2009, Hong Kong Green Building Council (“the Council”) is the leading body, co-founded by four major construction industry and..."
85181664,Junior Credit Analyst,Smarthire by SEEK,2025-06-26T01:23:04Z,Wan Chai District,,"Our client ""⁠Chimbusco Pan Nation Shipping Company Limited"" is seeking a Junior Credit Analyst to join their team!"
84752344,Intern - Data Science,Canon,2025-06-06T09:23:57Z,"Hung Hom, Kowloon City District",,"Collaborate with Business Units to analyze business data, enhancing data-driven initiatives and supporting informed decision-making."
84937052,System Analyst,Smarthire by SEEK,2025-07-02T07:58:35Z,Tsuen Wan District,"$22,000 – $30,000 per month","Our client ""OmniWe Limited"" is seeking a System Analyst to join their team!"
85244087,Junior Data Engineer,JFE Consulting Limited,2025-06-29T00:54:03Z,"Airport Area, Islands District",,Our client is now looking for a Junior Data Engineer to join their team.
85113456,Digital Marketing Executive,Reasonable Software House Limited,2025-06-23T14:47:59Z,Sham Shui Po District,"$22,000 – $28,000 per month","
Reasonable Software House Limited 思齊軟件有限公司
Reasonable is a one of the largest email marketing software as service in Hong Kong and southern..."
